-6.25922e-08,1.26655e-06,1.2623e-05
0.053628,0.00414061,0.154054
0.119023,0.018031,0.264541
0.1916,0.0408334,0.344292
0.268567,0.0709696,0.402104
0.348255,0.106854,0.444122
0.429666,0.147129,0.474691
0.512201,0.190708,0.496915
0.59549,0.236748,0.513024
0.679305,0.284607,0.524633
0.763503,0.333802,0.532913
0.847992,0.383967,0.538717
0.932711,0.43483,0.542667
1.01762,0.486185,0.545219
1.1027,0.537878,0.546706
1.18794,0.58979,0.547369
1.27325,0.641769,0.547066
1.35849,0.693641,0.546326
1.44368,0.745379,0.545236
1.52886,0.796965,0.543839
1.61404,0.848375,0.542158
1.69925,0.899587,0.540202
1.78449,0.950577,0.537964
1.86974,1.00128,0.535251
1.95496,1.05163,0.531866
2.04012,1.10148,0.527437
2.12504,1.1506,0.521328
2.20847,1.1982,0.515593
2.28862,1.2433,0.509531
2.36253,1.28426,0.502582
2.42617,1.31889,0.494203
2.47615,1.34549,0.483889
2.51191,1.364,0.471371
2.57714,1.39468,0.394724
2.57714,1.39468,0.394724
2.59733,1.40012,0.131107
2.64132,1.40178,-0.0555058
2.70067,1.39447,-0.189516
2.76946,1.37777,-0.286868
2.84398,1.35286,-0.358291
2.92197,1.32128,-0.411168
3.00206,1.28446,-0.450673
3.08342,1.24358,-0.480477
3.16556,1.19958,-0.503212
3.24814,1.15317,-0.520781
3.33097,1.1049,-0.534567
3.4139,1.05518,-0.545585
3.49684,1.00431,-0.554582
3.57974,0.952532,-0.562114
3.66254,0.900002,-0.568597
3.7452,0.846848,-0.574349
3.82769,0.79316,-0.579613
3.90997,0.739002,-0.584586
3.99202,0.68442,-0.589431
4.07377,0.629456,-0.594393
4.15514,0.57414,-0.599775
4.23598,0.518492,-0.605965
4.31607,0.46254,-0.613633
4.39499,0.406338,-0.624012
4.4707,0.351282,-0.633396
4.54091,0.2992,-0.643074
4.60222,0.252731,-0.654039
4.65125,0.214633,-0.667124
4.68676,0.186214,-0.682888
4.74944,0.130763,-0.788011
4.74944,0.130763,-0.788011
4.76467,0.111047,-1.03831
4.78471,0.0688695,-1.21598
4.80244,0.00971285,-1.34346
4.81551,-0.0615413,-1.43532
4.82371,-0.141312,-1.50135
4.82765,-0.227127,-1.54833
4.82821,-0.317313,-1.58104
4.82623,-0.41074,-1.60288
4.82251,-0.506646,-1.61629
4.81772,-0.604514,-1.623
4.81246,-0.703999,-1.62426
4.80736,-0.802754,-1.62055
4.80287,-0.900369,-1.61294
4.79935,-0.996914,-1.60164
4.79712,-1.09239,-1.58666
4.79652,-1.18669,-1.56767
4.79791,-1.27953,-1.54382
4.80174,-1.37036,-1.51352
4.80853,-1.45824,-1.474
4.81887,-1.54169,-1.42094
4.83323,-1.61822,-1.34954
4.84956,-1.67974,-1.27316
4.8654,-1.72444,-1.18735
4.87907,-1.75411,-1.09121
4.88992,-1.77258,-0.987448
4.89806,-1.78359,-0.881025
4.9039,-1.78996,-0.777616
4.91546,-1.79831,-0.663946
